class,label,concept
polar bear,44,smelly
polar bear,44,swims
polar bear,44,walks
polar bear,44,fast
polar bear,44,slow
polar bear,44,strong
polar bear,44,bipedal
polar bear,44,quadrapedal
polar bear,44,active
polar bear,44,inactive
polar bear,44,hibernate
polar bear,44,agility
polar bear,44,fish
polar bear,44,meat
polar bear,44,forager
polar bear,44,hunter
polar bear,44,scavenger
polar bear,44,stalker
polar bear,44,newworld
polar bear,44,oldworld
polar bear,44,arctic
polar bear,44,coastal
polar bear,44,ocean
polar bear,44,ground
polar bear,44,water
polar bear,44,fierce
polar bear,44,solitary
collie,45,white
collie,45,brown
collie,45,patches
collie,45,furry
collie,45,big
collie,45,small
collie,45,lean
collie,45,paws
collie,45,tail
collie,45,chewteeth
collie,45,meatteeth
collie,45,walks
collie,45,fast
collie,45,quadrapedal
collie,45,active
collie,45,agility
collie,45,meat
collie,45,hunter
collie,45,newworld
collie,45,oldworld
collie,45,ground
collie,45,timid
collie,45,smart
collie,45,solitary
collie,45,domestic
walrus,46,brown
walrus,46,gray
walrus,46,hairless
walrus,46,toughskin
walrus,46,big
walrus,46,bulbous
walrus,46,flippers
walrus,46,chewteeth
walrus,46,meatteeth
walrus,46,buckteeth
walrus,46,strainteeth
walrus,46,tusks
walrus,46,smelly
walrus,46,swims
walrus,46,fast
walrus,46,slow
walrus,46,strong
walrus,46,inactive
walrus,46,fish
walrus,46,newworld
walrus,46,arctic
walrus,46,coastal
walrus,46,ocean
walrus,46,water
walrus,46,timid
walrus,46,smart
walrus,46,group
walrus,46,nestspot
raccoon,47,black
raccoon,47,white
raccoon,47,gray
raccoon,47,patches
raccoon,47,spots
raccoon,47,stripes
raccoon,47,furry
raccoon,47,small
raccoon,47,pads
raccoon,47,paws
raccoon,47,tail
raccoon,47,chewteeth
raccoon,47,meatteeth
raccoon,47,claws
raccoon,47,walks
raccoon,47,fast
raccoon,47,quadrapedal
raccoon,47,active
raccoon,47,nocturnal
raccoon,47,hibernate
raccoon,47,agility
raccoon,47,fish
raccoon,47,meat
raccoon,47,vegetation
raccoon,47,forager
raccoon,47,scavenger
raccoon,47,newworld
raccoon,47,oldworld
raccoon,47,forest
raccoon,47,fields
raccoon,47,mountains
raccoon,47,ground
raccoon,47,tree
raccoon,47,fierce
raccoon,47,smart
raccoon,47,solitary
raccoon,47,nestspot
cow,48,black
cow,48,white
cow,48,brown
cow,48,patches
cow,48,spots
cow,48,furry
cow,48,toughskin
cow,48,big
cow,48,bulbous
cow,48,hooves
cow,48,tail
cow,48,chewteeth
cow,48,horns
cow,48,smelly
cow,48,walks
cow,48,slow
cow,48,strong
cow,48,quadrapedal
cow,48,active
cow,48,inactive
cow,48,vegetation
cow,48,grazer
cow,48,newworld
cow,48,oldworld
cow,48,plains
cow,48,fields
cow,48,ground
cow,48,timid
cow,48,group
cow,48,domestic
dolphin,49,white
dolphin,49,blue
dolphin,49,gray
dolphin,49,hairless
dolphin,49,toughskin
dolphin,49,big
dolphin,49,lean
dolphin,49,flippers
dolphin,49,tail
dolphin,49,chewteeth
dolphin,49,swims
dolphin,49,fast
dolphin,49,strong
dolphin,49,muscle
dolphin,49,active
dolphin,49,agility
dolphin,49,fish
dolphin,49,newworld
dolphin,49,oldworld
dolphin,49,coastal
dolphin,49,ocean
dolphin,49,water
dolphin,49,timid
dolphin,49,smart
dolphin,49,group
dolphin,49,domestic
