class,label,path
leopard,14,JPEGImages/leopard/leopard_10670.jpg
horse,6,JPEGImages/horse/horse_11349.jpg
elephant,18,JPEGImages/elephant/elephant_10326.jpg
horse,6,JPEGImages/horse/horse_10038.jpg
mouse,43,JPEGImages/mouse/mouse_10071.jpg
otter,35,JPEGImages/otter/otter_10063.jpg
ox,20,JPEGImages/ox/ox_10243.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10382.jpg
leopard,14,JPEGImages/leopard/leopard_10061.jpg
bat,29,JPEGImages/bat/bat_10188.jpg
polar bear,44,JPEGImages/polar+bear/polar+bear_10171.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10024.jpg
killer whale,2,JPEGImages/killer+whale/killer+whale_10020.jpg
otter,35,JPEGImages/otter/otter_10580.jpg
leopard,14,JPEGImages/leopard/leopard_10456.jpg
chihuahua,32,JPEGImages/chihuahua/chihuahua_10018.jpg
rabbit,28,JPEGImages/rabbit/rabbit_10548.jpg
bobcat,40,JPEGImages/bobcat/bobcat_10316.jpg
elephant,18,JPEGImages/elephant/elephant_10145.jpg
hamster,25,JPEGImages/hamster/hamster_10316.jpg
grizzly bear,1,JPEGImages/grizzly+bear/grizzly+bear_10416.jpg
siamese cat,9,JPEGImages/siamese+cat/siamese+cat_10168.jpg
cow,48,JPEGImages/cow/cow_11281.jpg
horse,6,JPEGImages/horse/horse_11478.jpg
cow,48,JPEGImages/cow/cow_10161.jpg
german shepherd,7,JPEGImages/german+shepherd/german+shepherd_10217.jpg
raccoon,47,JPEGImages/raccoon/raccoon_10378.jpg
antelope,0,JPEGImages/antelope/antelope_10498.jpg
wolf,31,JPEGImages/wolf/wolf_10142.jpg
otter,35,JPEGImages/otter/otter_10457.jpg
dolphin,49,JPEGImages/dolphin/dolphin_10179.jpg
ox,20,JPEGImages/ox/ox_10606.jpg
deer,39,JPEGImages/deer/deer_10753.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10057.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10135.jpg
collie,45,JPEGImages/collie/collie_10880.jpg
giant panda,38,JPEGImages/giant+panda/giant+panda_10631.jpg
german shepherd,7,JPEGImages/german+shepherd/german+shepherd_10610.jpg
cow,48,JPEGImages/cow/cow_10004.jpg
fox,21,JPEGImages/fox/fox_10364.jpg
squirrel,26,JPEGImages/squirrel/squirrel_11006.jpg
grizzly bear,1,JPEGImages/grizzly+bear/grizzly+bear_10328.jpg
hamster,25,JPEGImages/hamster/hamster_10167.jpg
giant panda,38,JPEGImages/giant+panda/giant+panda_10407.jpg
gorilla,19,JPEGImages/gorilla/gorilla_10430.jpg
hamster,25,JPEGImages/hamster/hamster_10503.jpg
ox,20,JPEGImages/ox/ox_10237.jpg
lion,42,JPEGImages/lion/lion_10488.jpg
sheep,22,JPEGImages/sheep/sheep_10441.jpg
lion,42,JPEGImages/lion/lion_10474.jpg
siamese cat,9,JPEGImages/siamese+cat/siamese+cat_10306.jpg
squirrel,26,JPEGImages/squirrel/squirrel_11029.jpg
sheep,22,JPEGImages/sheep/sheep_10459.jpg
beaver,3,JPEGImages/beaver/beaver_10128.jpg
zebra,37,JPEGImages/zebra/zebra_10717.jpg
rabbit,28,JPEGImages/rabbit/rabbit_10090.jpg
cow,48,JPEGImages/cow/cow_10063.jpg
cow,48,JPEGImages/cow/cow_10874.jpg
fox,21,JPEGImages/fox/fox_10648.jpg
chihuahua,32,JPEGImages/chihuahua/chihuahua_10530.jpg
sheep,22,JPEGImages/sheep/sheep_11219.jpg
hamster,25,JPEGImages/hamster/hamster_10669.jpg
persian cat,5,JPEGImages/persian+cat/persian+cat_10378.jpg
deer,39,JPEGImages/deer/deer_11072.jpg
killer whale,2,JPEGImages/killer+whale/killer+whale_10055.jpg
wolf,31,JPEGImages/wolf/wolf_10445.jpg
collie,45,JPEGImages/collie/collie_10231.jpg
chihuahua,32,JPEGImages/chihuahua/chihuahua_10297.jpg
deer,39,JPEGImages/deer/deer_11214.jpg
polar bear,44,JPEGImages/polar+bear/polar+bear_10001.jpg
leopard,14,JPEGImages/leopard/leopard_10626.jpg
seal,23,JPEGImages/seal/seal_10291.jpg
ox,20,JPEGImages/ox/ox_10351.jpg
hamster,25,JPEGImages/hamster/hamster_10308.jpg
wolf,31,JPEGImages/wolf/wolf_10555.jpg
grizzly bear,1,JPEGImages/grizzly+bear/grizzly+bear_10282.jpg
polar bear,44,JPEGImages/polar+bear/polar+bear_10775.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10839.jpg
dolphin,49,JPEGImages/dolphin/dolphin_10829.jpg
otter,35,JPEGImages/otter/otter_10366.jpg
siamese cat,9,JPEGImages/siamese+cat/siamese+cat_10451.jpg
persian cat,5,JPEGImages/persian+cat/persian+cat_10315.jpg
otter,35,JPEGImages/otter/otter_10199.jpg
pig,41,JPEGImages/pig/pig_10180.jpg
polar bear,44,JPEGImages/polar+bear/polar+bear_10610.jpg
giant panda,38,JPEGImages/giant+panda/giant+panda_10829.jpg
collie,45,JPEGImages/collie/collie_10770.jpg
bat,29,JPEGImages/bat/bat_10324.jpg
otter,35,JPEGImages/otter/otter_10587.jpg
cow,48,JPEGImages/cow/cow_10540.jpg
rhinoceros,27,JPEGImages/rhinoceros/rhinoceros_10093.jpg
giraffe,30,JPEGImages/giraffe/giraffe_11114.jpg
dalmatian,4,JPEGImages/dalmatian/dalmatian_10090.jpg
horse,6,JPEGImages/horse/horse_11521.jpg
hippopotamus,13,JPEGImages/hippopotamus/hippopotamus_10177.jpg
gorilla,19,JPEGImages/gorilla/gorilla_10669.jpg
otter,35,JPEGImages/otter/otter_10699.jpg
ox,20,JPEGImages/ox/ox_10590.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10701.jpg
tiger,12,JPEGImages/tiger/tiger_10456.jpg
humpback whale,17,JPEGImages/humpback+whale/humpback+whale_10013.jpg
antelope,0,JPEGImages/antelope/antelope_10348.jpg
pig,41,JPEGImages/pig/pig_10080.jpg
persian cat,5,JPEGImages/persian+cat/persian+cat_10728.jpg
hippopotamus,13,JPEGImages/hippopotamus/hippopotamus_10053.jpg
horse,6,JPEGImages/horse/horse_11574.jpg
sheep,22,JPEGImages/sheep/sheep_10470.jpg
moose,15,JPEGImages/moose/moose_10674.jpg
skunk,10,JPEGImages/skunk/skunk_10102.jpg
dalmatian,4,JPEGImages/dalmatian/dalmatian_10410.jpg
dolphin,49,JPEGImages/dolphin/dolphin_10313.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10777.jpg
killer whale,2,JPEGImages/killer+whale/killer+whale_10029.jpg
antelope,0,JPEGImages/antelope/antelope_10340.jpg
horse,6,JPEGImages/horse/horse_10379.jpg
polar bear,44,JPEGImages/polar+bear/polar+bear_10861.jpg
horse,6,JPEGImages/horse/horse_10268.jpg
persian cat,5,JPEGImages/persian+cat/persian+cat_10396.jpg
chihuahua,32,JPEGImages/chihuahua/chihuahua_10269.jpg
tiger,12,JPEGImages/tiger/tiger_10055.jpg
lion,42,JPEGImages/lion/lion_10408.jpg
giraffe,30,JPEGImages/giraffe/giraffe_11097.jpg
sheep,22,JPEGImages/sheep/sheep_10196.jpg
blue whale,8,JPEGImages/blue+whale/blue+whale_10138.jpg
rabbit,28,JPEGImages/rabbit/rabbit_11084.jpg
cow,48,JPEGImages/cow/cow_10583.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10413.jpg
polar bear,44,JPEGImages/polar+bear/polar+bear_10644.jpg
skunk,10,JPEGImages/skunk/skunk_10052.jpg
pig,41,JPEGImages/pig/pig_10426.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10677.jpg
dolphin,49,JPEGImages/dolphin/dolphin_10245.jpg
dalmatian,4,JPEGImages/dalmatian/dalmatian_10076.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10265.jpg
german shepherd,7,JPEGImages/german+shepherd/german+shepherd_10372.jpg
sheep,22,JPEGImages/sheep/sheep_11274.jpg
ox,20,JPEGImages/ox/ox_10592.jpg
collie,45,JPEGImages/collie/collie_10558.jpg
rat,33,JPEGImages/rat/rat_10279.jpg
bat,29,JPEGImages/bat/bat_10370.jpg
antelope,0,JPEGImages/antelope/antelope_10997.jpg
bobcat,40,JPEGImages/bobcat/bobcat_10027.jpg
leopard,14,JPEGImages/leopard/leopard_10214.jpg
collie,45,JPEGImages/collie/collie_10368.jpg
sheep,22,JPEGImages/sheep/sheep_10863.jpg
hamster,25,JPEGImages/hamster/hamster_10515.jpg
giraffe,30,JPEGImages/giraffe/giraffe_10917.jpg
wolf,31,JPEGImages/wolf/wolf_10237.jpg
skunk,10,JPEGImages/skunk/skunk_10110.jpg
cow,48,JPEGImages/cow/cow_10194.jpg
giant panda,38,JPEGImages/giant+panda/giant+panda_10509.jpg
raccoon,47,JPEGImages/raccoon/raccoon_10115.jpg
dolphin,49,JPEGImages/dolphin/dolphin_10212.jpg
ox,20,JPEGImages/ox/ox_10159.jpg
rat,33,JPEGImages/rat/rat_10135.jpg
persian cat,5,JPEGImages/persian+cat/persian+cat_10512.jpg
chihuahua,32,JPEGImages/chihuahua/chihuahua_10200.jpg
rat,33,JPEGImages/rat/rat_10249.jpg
otter,35,JPEGImages/otter/otter_10684.jpg
polar bear,44,JPEGImages/polar+bear/polar+bear_10786.jpg
seal,23,JPEGImages/seal/seal_10311.jpg
ox,20,JPEGImages/ox/ox_10584.jpg
grizzly bear,1,JPEGImages/grizzly+bear/grizzly+bear_10609.jpg
cow,48,JPEGImages/cow/cow_11015.jpg
rabbit,28,JPEGImages/rabbit/rabbit_10632.jpg
collie,45,JPEGImages/collie/collie_10875.jpg
rabbit,28,JPEGImages/rabbit/rabbit_10053.jpg
tiger,12,JPEGImages/tiger/tiger_10167.jpg
otter,35,JPEGImages/otter/otter_10690.jpg
killer whale,2,JPEGImages/killer+whale/killer+whale_10144.jpg
german shepherd,7,JPEGImages/german+shepherd/german+shepherd_10873.jpg
giraffe,30,JPEGImages/giraffe/giraffe_10527.jpg
walrus,46,JPEGImages/walrus/walrus_10176.jpg
raccoon,47,JPEGImages/raccoon/raccoon_10049.jpg
cow,48,JPEGImages/cow/cow_10446.jpg
wolf,31,JPEGImages/wolf/wolf_10363.jpg
polar bear,44,JPEGImages/polar+bear/polar+bear_10221.jpg
horse,6,JPEGImages/horse/horse_11622.jpg
deer,39,JPEGImages/deer/deer_10929.jpg
ox,20,JPEGImages/ox/ox_10593.jpg
deer,39,JPEGImages/deer/deer_10393.jpg
siamese cat,9,JPEGImages/siamese+cat/siamese+cat_10144.jpg
giant panda,38,JPEGImages/giant+panda/giant+panda_10063.jpg
pig,41,JPEGImages/pig/pig_10389.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10353.jpg
rhinoceros,27,JPEGImages/rhinoceros/rhinoceros_10230.jpg
pig,41,JPEGImages/pig/pig_10235.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10088.jpg
deer,39,JPEGImages/deer/deer_10675.jpg
giant panda,38,JPEGImages/giant+panda/giant+panda_10438.jpg
deer,39,JPEGImages/deer/deer_10932.jpg
polar bear,44,JPEGImages/polar+bear/polar+bear_10750.jpg
lion,42,JPEGImages/lion/lion_10887.jpg
rabbit,28,JPEGImages/rabbit/rabbit_10938.jpg
ox,20,JPEGImages/ox/ox_10528.jpg
persian cat,5,JPEGImages/persian+cat/persian+cat_10270.jpg
dolphin,49,JPEGImages/dolphin/dolphin_10690.jpg
cow,48,JPEGImages/cow/cow_10746.jpg
german shepherd,7,JPEGImages/german+shepherd/german+shepherd_10139.jpg
rabbit,28,JPEGImages/rabbit/rabbit_11015.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10032.jpg
seal,23,JPEGImages/seal/seal_10023.jpg
mouse,43,JPEGImages/mouse/mouse_10065.jpg
hamster,25,JPEGImages/hamster/hamster_10032.jpg
hippopotamus,13,JPEGImages/hippopotamus/hippopotamus_10232.jpg
dalmatian,4,JPEGImages/dalmatian/dalmatian_10340.jpg
grizzly bear,1,JPEGImages/grizzly+bear/grizzly+bear_10318.jpg
giraffe,30,JPEGImages/giraffe/giraffe_10453.jpg
ox,20,JPEGImages/ox/ox_10019.jpg
hippopotamus,13,JPEGImages/hippopotamus/hippopotamus_10546.jpg
hamster,25,JPEGImages/hamster/hamster_10119.jpg
fox,21,JPEGImages/fox/fox_10003.jpg
bobcat,40,JPEGImages/bobcat/bobcat_10624.jpg
gorilla,19,JPEGImages/gorilla/gorilla_10606.jpg
tiger,12,JPEGImages/tiger/tiger_10590.jpg
collie,45,JPEGImages/collie/collie_11006.jpg
rhinoceros,27,JPEGImages/rhinoceros/rhinoceros_10055.jpg
raccoon,47,JPEGImages/raccoon/raccoon_10448.jpg
giraffe,30,JPEGImages/giraffe/giraffe_10110.jpg
elephant,18,JPEGImages/elephant/elephant_10545.jpg
tiger,12,JPEGImages/tiger/tiger_10010.jpg
giraffe,30,JPEGImages/giraffe/giraffe_11121.jpg
chimpanzee,24,JPEGImages/chimpanzee/chimpanzee_10306.jpg
dolphin,49,JPEGImages/dolphin/dolphin_10200.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10712.jpg
blue whale,8,JPEGImages/blue+whale/blue+whale_10104.jpg
antelope,0,JPEGImages/antelope/antelope_10644.jpg
antelope,0,JPEGImages/antelope/antelope_10081.jpg
giant panda,38,JPEGImages/giant+panda/giant+panda_10845.jpg
rabbit,28,JPEGImages/rabbit/rabbit_10573.jpg
deer,39,JPEGImages/deer/deer_11146.jpg
cow,48,JPEGImages/cow/cow_10538.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10126.jpg
grizzly bear,1,JPEGImages/grizzly+bear/grizzly+bear_10684.jpg
squirrel,26,JPEGImages/squirrel/squirrel_11181.jpg
antelope,0,JPEGImages/antelope/antelope_10384.jpg
leopard,14,JPEGImages/leopard/leopard_10526.jpg
chihuahua,32,JPEGImages/chihuahua/chihuahua_10072.jpg
rat,33,JPEGImages/rat/rat_10274.jpg
giraffe,30,JPEGImages/giraffe/giraffe_10275.jpg
cow,48,JPEGImages/cow/cow_10400.jpg
zebra,37,JPEGImages/zebra/zebra_10470.jpg
hippopotamus,13,JPEGImages/hippopotamus/hippopotamus_10409.jpg
hippopotamus,13,JPEGImages/hippopotamus/hippopotamus_10278.jpg
hippopotamus,13,JPEGImages/hippopotamus/hippopotamus_10410.jpg
bobcat,40,JPEGImages/bobcat/bobcat_10109.jpg
leopard,14,JPEGImages/leopard/leopard_10158.jpg
mole,11,JPEGImages/mole/mole_10018.jpg
elephant,18,JPEGImages/elephant/elephant_10585.jpg
rabbit,28,JPEGImages/rabbit/rabbit_10252.jpg
beaver,3,JPEGImages/beaver/beaver_10149.jpg
bat,29,JPEGImages/bat/bat_10301.jpg
collie,45,JPEGImages/collie/collie_10744.jpg
giant panda,38,JPEGImages/giant+panda/giant+panda_10683.jpg
weasel,34,JPEGImages/weasel/weasel_10107.jpg
elephant,18,JPEGImages/elephant/elephant_10049.jpg
otter,35,JPEGImages/otter/otter_10233.jpg
deer,39,JPEGImages/deer/deer_10691.jpg
german shepherd,7,JPEGImages/german+shepherd/german+shepherd_10100.jpg
bat,29,JPEGImages/bat/bat_10331.jpg
grizzly bear,1,JPEGImages/grizzly+bear/grizzly+bear_10187.jpg
collie,45,JPEGImages/collie/collie_11010.jpg
tiger,12,JPEGImages/tiger/tiger_10101.jpg
beaver,3,JPEGImages/beaver/beaver_10109.jpg
moose,15,JPEGImages/moose/moose_10205.jpg
collie,45,JPEGImages/collie/collie_10766.jpg
antelope,0,JPEGImages/antelope/antelope_10309.jpg
humpback whale,17,JPEGImages/humpback+whale/humpback+whale_10262.jpg
persian cat,5,JPEGImages/persian+cat/persian+cat_10308.jpg
elephant,18,JPEGImages/elephant/elephant_10265.jpg
polar bear,44,JPEGImages/polar+bear/polar+bear_10237.jpg
horse,6,JPEGImages/horse/horse_11531.jpg
zebra,37,JPEGImages/zebra/zebra_10824.jpg
seal,23,JPEGImages/seal/seal_10569.jpg
tiger,12,JPEGImages/tiger/tiger_10286.jpg
collie,45,JPEGImages/collie/collie_10725.jpg
seal,23,JPEGImages/seal/seal_10700.jpg
antelope,0,JPEGImages/antelope/antelope_10451.jpg
humpback whale,17,JPEGImages/humpback+whale/humpback+whale_10086.jpg
rhinoceros,27,JPEGImages/rhinoceros/rhinoceros_10203.jpg
cow,48,JPEGImages/cow/cow_10550.jpg
fox,21,JPEGImages/fox/fox_10374.jpg
bobcat,40,JPEGImages/bobcat/bobcat_10460.jpg
antelope,0,JPEGImages/antelope/antelope_10076.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10366.jpg
gorilla,19,JPEGImages/gorilla/gorilla_10719.jpg
blue whale,8,JPEGImages/blue+whale/blue+whale_10018.jpg
persian cat,5,JPEGImages/persian+cat/persian+cat_10679.jpg
sheep,22,JPEGImages/sheep/sheep_10375.jpg
fox,21,JPEGImages/fox/fox_10313.jpg
horse,6,JPEGImages/horse/horse_11167.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10599.jpg
deer,39,JPEGImages/deer/deer_10560.jpg
sheep,22,JPEGImages/sheep/sheep_10622.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10276.jpg
moose,15,JPEGImages/moose/moose_10090.jpg
dalmatian,4,JPEGImages/dalmatian/dalmatian_10361.jpg
pig,41,JPEGImages/pig/pig_10379.jpg
giant panda,38,JPEGImages/giant+panda/giant+panda_10013.jpg
chimpanzee,24,JPEGImages/chimpanzee/chimpanzee_10724.jpg
chihuahua,32,JPEGImages/chihuahua/chihuahua_10208.jpg
gorilla,19,JPEGImages/gorilla/gorilla_10444.jpg
wolf,31,JPEGImages/wolf/wolf_10097.jpg
antelope,0,JPEGImages/antelope/antelope_10599.jpg
dalmatian,4,JPEGImages/dalmatian/dalmatian_10223.jpg
leopard,14,JPEGImages/leopard/leopard_10445.jpg
hamster,25,JPEGImages/hamster/hamster_10764.jpg
tiger,12,JPEGImages/tiger/tiger_10107.jpg
walrus,46,JPEGImages/walrus/walrus_10201.jpg
lion,42,JPEGImages/lion/lion_10693.jpg
lion,42,JPEGImages/lion/lion_10219.jpg
rabbit,28,JPEGImages/rabbit/rabbit_10826.jpg
zebra,37,JPEGImages/zebra/zebra_10687.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10611.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10388.jpg
humpback whale,17,JPEGImages/humpback+whale/humpback+whale_10455.jpg
otter,35,JPEGImages/otter/otter_10704.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10504.jpg
lion,42,JPEGImages/lion/lion_10430.jpg
bobcat,40,JPEGImages/bobcat/bobcat_10228.jpg
weasel,34,JPEGImages/weasel/weasel_10219.jpg
sheep,22,JPEGImages/sheep/sheep_10259.jpg
polar bear,44,JPEGImages/polar+bear/polar+bear_10835.jpg
giraffe,30,JPEGImages/giraffe/giraffe_10355.jpg
horse,6,JPEGImages/horse/horse_10678.jpg
giant panda,38,JPEGImages/giant+panda/giant+panda_10256.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10181.jpg
rhinoceros,27,JPEGImages/rhinoceros/rhinoceros_10468.jpg
elephant,18,JPEGImages/elephant/elephant_10650.jpg
chimpanzee,24,JPEGImages/chimpanzee/chimpanzee_10356.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10657.jpg
ox,20,JPEGImages/ox/ox_10604.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10157.jpg
sheep,22,JPEGImages/sheep/sheep_11357.jpg
horse,6,JPEGImages/horse/horse_10766.jpg
bobcat,40,JPEGImages/bobcat/bobcat_10090.jpg
blue whale,8,JPEGImages/blue+whale/blue+whale_10110.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10036.jpg
seal,23,JPEGImages/seal/seal_10192.jpg
gorilla,19,JPEGImages/gorilla/gorilla_10352.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10567.jpg
cow,48,JPEGImages/cow/cow_10642.jpg
fox,21,JPEGImages/fox/fox_10517.jpg
polar bear,44,JPEGImages/polar+bear/polar+bear_10072.jpg
rat,33,JPEGImages/rat/rat_10154.jpg
chimpanzee,24,JPEGImages/chimpanzee/chimpanzee_10078.jpg
bobcat,40,JPEGImages/bobcat/bobcat_10441.jpg
ox,20,JPEGImages/ox/ox_10623.jpg
chimpanzee,24,JPEGImages/chimpanzee/chimpanzee_10519.jpg
fox,21,JPEGImages/fox/fox_10560.jpg
bobcat,40,JPEGImages/bobcat/bobcat_10592.jpg
ox,20,JPEGImages/ox/ox_10709.jpg
otter,35,JPEGImages/otter/otter_10210.jpg
seal,23,JPEGImages/seal/seal_10463.jpg
collie,45,JPEGImages/collie/collie_10464.jpg
polar bear,44,JPEGImages/polar+bear/polar+bear_10561.jpg
zebra,37,JPEGImages/zebra/zebra_10603.jpg
chimpanzee,24,JPEGImages/chimpanzee/chimpanzee_10227.jpg
giant panda,38,JPEGImages/giant+panda/giant+panda_10353.jpg
hamster,25,JPEGImages/hamster/hamster_10413.jpg
moose,15,JPEGImages/moose/moose_10267.jpg
siamese cat,9,JPEGImages/siamese+cat/siamese+cat_10219.jpg
hippopotamus,13,JPEGImages/hippopotamus/hippopotamus_10484.jpg
humpback whale,17,JPEGImages/humpback+whale/humpback+whale_10255.jpg
cow,48,JPEGImages/cow/cow_10035.jpg
cow,48,JPEGImages/cow/cow_11241.jpg
giraffe,30,JPEGImages/giraffe/giraffe_10487.jpg
lion,42,JPEGImages/lion/lion_10615.jpg
dalmatian,4,JPEGImages/dalmatian/dalmatian_10389.jpg
rhinoceros,27,JPEGImages/rhinoceros/rhinoceros_10539.jpg
collie,45,JPEGImages/collie/collie_10298.jpg
zebra,37,JPEGImages/zebra/zebra_10530.jpg
gorilla,19,JPEGImages/gorilla/gorilla_10042.jpg
deer,39,JPEGImages/deer/deer_10114.jpg
polar bear,44,JPEGImages/polar+bear/polar+bear_10444.jpg
walrus,46,JPEGImages/walrus/walrus_10097.jpg
dalmatian,4,JPEGImages/dalmatian/dalmatian_10004.jpg
humpback whale,17,JPEGImages/humpback+whale/humpback+whale_10563.jpg
horse,6,JPEGImages/horse/horse_10697.jpg
moose,15,JPEGImages/moose/moose_10589.jpg
beaver,3,JPEGImages/beaver/beaver_10169.jpg
ox,20,JPEGImages/ox/ox_10388.jpg
seal,23,JPEGImages/seal/seal_10791.jpg
german shepherd,7,JPEGImages/german+shepherd/german+shepherd_10115.jpg
weasel,34,JPEGImages/weasel/weasel_10078.jpg
elephant,18,JPEGImages/elephant/elephant_10412.jpg
chimpanzee,24,JPEGImages/chimpanzee/chimpanzee_10443.jpg
dolphin,49,JPEGImages/dolphin/dolphin_10775.jpg
pig,41,JPEGImages/pig/pig_10018.jpg
horse,6,JPEGImages/horse/horse_10734.jpg
hamster,25,JPEGImages/hamster/hamster_10591.jpg
cow,48,JPEGImages/cow/cow_11016.jpg
dolphin,49,JPEGImages/dolphin/dolphin_10169.jpg
skunk,10,JPEGImages/skunk/skunk_10022.jpg
elephant,18,JPEGImages/elephant/elephant_10561.jpg
persian cat,5,JPEGImages/persian+cat/persian+cat_10726.jpg
ox,20,JPEGImages/ox/ox_10061.jpg
deer,39,JPEGImages/deer/deer_11338.jpg
horse,6,JPEGImages/horse/horse_10407.jpg
spider monkey,16,JPEGImages/spider+monkey/spider+monkey_10219.jpg
tiger,12,JPEGImages/tiger/tiger_10346.jpg
siamese cat,9,JPEGImages/siamese+cat/siamese+cat_10311.jpg
humpback whale,17,JPEGImages/humpback+whale/humpback+whale_10500.jpg
persian cat,5,JPEGImages/persian+cat/persian+cat_10689.jpg
polar bear,44,JPEGImages/polar+bear/polar+bear_10353.jpg
lion,42,JPEGImages/lion/lion_10624.jpg
gorilla,19,JPEGImages/gorilla/gorilla_10783.jpg
bobcat,40,JPEGImages/bobcat/bobcat_10075.jpg
rhinoceros,27,JPEGImages/rhinoceros/rhinoceros_10286.jpg
wolf,31,JPEGImages/wolf/wolf_10024.jpg
pig,41,JPEGImages/pig/pig_10587.jpg
cow,48,JPEGImages/cow/cow_10896.jpg
deer,39,JPEGImages/deer/deer_10898.jpg
collie,45,JPEGImages/collie/collie_10901.jpg
giraffe,30,JPEGImages/giraffe/giraffe_10393.jpg
horse,6,JPEGImages/horse/horse_11206.jpg
bobcat,40,JPEGImages/bobcat/bobcat_10610.jpg
deer,39,JPEGImages/deer/deer_10788.jpg
persian cat,5,JPEGImages/persian+cat/persian+cat_10013.jpg
sheep,22,JPEGImages/sheep/sheep_10321.jpg
pig,41,JPEGImages/pig/pig_10141.jpg
rabbit,28,JPEGImages/rabbit/rabbit_11007.jpg
zebra,37,JPEGImages/zebra/zebra_10983.jpg
zebra,37,JPEGImages/zebra/zebra_11137.jpg
siamese cat,9,JPEGImages/siamese+cat/siamese+cat_10244.jpg
raccoon,47,JPEGImages/raccoon/raccoon_10411.jpg
horse,6,JPEGImages/horse/horse_11363.jpg
humpback whale,17,JPEGImages/humpback+whale/humpback+whale_10582.jpg
gorilla,19,JPEGImages/gorilla/gorilla_10246.jpg
moose,15,JPEGImages/moose/moose_10477.jpg
giant panda,38,JPEGImages/giant+panda/giant+panda_10197.jpg
collie,45,JPEGImages/collie/collie_10140.jpg
fox,21,JPEGImages/fox/fox_10604.jpg
weasel,34,JPEGImages/weasel/weasel_10075.jpg
hamster,25,JPEGImages/hamster/hamster_10629.jpg
elephant,18,JPEGImages/elephant/elephant_10670.jpg
siamese cat,9,JPEGImages/siamese+cat/siamese+cat_10394.jpg
giraffe,30,JPEGImages/giraffe/giraffe_10456.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10628.jpg
otter,35,JPEGImages/otter/otter_10646.jpg
rhinoceros,27,JPEGImages/rhinoceros/rhinoceros_10333.jpg
cow,48,JPEGImages/cow/cow_11214.jpg
hamster,25,JPEGImages/hamster/hamster_10573.jpg
deer,39,JPEGImages/deer/deer_10554.jpg
gorilla,19,JPEGImages/gorilla/gorilla_10772.jpg
grizzly bear,1,JPEGImages/grizzly+bear/grizzly+bear_10098.jpg
tiger,12,JPEGImages/tiger/tiger_10701.jpg
cow,48,JPEGImages/cow/cow_10689.jpg
collie,45,JPEGImages/collie/collie_10287.jpg
cow,48,JPEGImages/cow/cow_10207.jpg
antelope,0,JPEGImages/antelope/antelope_10425.jpg
elephant,18,JPEGImages/elephant/elephant_10207.jpg
zebra,37,JPEGImages/zebra/zebra_10644.jpg
hamster,25,JPEGImages/hamster/hamster_10189.jpg
rhinoceros,27,JPEGImages/rhinoceros/rhinoceros_10077.jpg
rhinoceros,27,JPEGImages/rhinoceros/rhinoceros_10100.jpg
rhinoceros,27,JPEGImages/rhinoceros/rhinoceros_10005.jpg
siamese cat,9,JPEGImages/siamese+cat/siamese+cat_10115.jpg
elephant,18,JPEGImages/elephant/elephant_10945.jpg
spider monkey,16,JPEGImages/spider+monkey/spider+monkey_10177.jpg
antelope,0,JPEGImages/antelope/antelope_10937.jpg
collie,45,JPEGImages/collie/collie_10342.jpg
elephant,18,JPEGImages/elephant/elephant_10948.jpg
seal,23,JPEGImages/seal/seal_10428.jpg
moose,15,JPEGImages/moose/moose_10432.jpg
horse,6,JPEGImages/horse/horse_10405.jpg
humpback whale,17,JPEGImages/humpback+whale/humpback+whale_10619.jpg
dolphin,49,JPEGImages/dolphin/dolphin_10813.jpg
antelope,0,JPEGImages/antelope/antelope_10990.jpg
collie,45,JPEGImages/collie/collie_10853.jpg
pig,41,JPEGImages/pig/pig_10534.jpg
hippopotamus,13,JPEGImages/hippopotamus/hippopotamus_10633.jpg
tiger,12,JPEGImages/tiger/tiger_10009.jpg
german shepherd,7,JPEGImages/german+shepherd/german+shepherd_10740.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10234.jpg
